app_name,reviewer,date,score,content,thumbs_up
PolyBuzz:formerly Poly.AI,Midnight Sky,2025-04-02 15:30:37,3,"I genuinely like that app. The biggest problem is with the Ai's memory. There is no reason I should have to pay for them to remember information I said 10 chats ago. It's extremely annoying having to correct and remind them. Once this memory issue gets fixed, the app would be great.",0
PolyBuzz:formerly Poly.AI,Andrea Innes,2025-04-02 14:59:02,1,"it's absolutely terrible. It would be 5 stars, but it doesn't remember your chat history, and you also have to pay for longer memory.",0
PolyBuzz:formerly Poly.AI,JDB Real “Presidential” Gaming,2025-04-02 14:34:56,5,best AI I honestly found. I have touched a lot of them trying to find a good all around one. I will say this needs more community connections like friends and sharing your chats. also at least make a button to just continue with no words. other than that I love the AI! even the free AI is amazing but I upgraded! I make my AI girls on girlfriendgpt and get AI packs on chub. download it and try some of the ais on here! I recommend the prison one and highschool ones or any open ended ai type!,0
PolyBuzz:formerly Poly.AI,Jislene Denis,2025-04-02 14:14:42,2,everything is alright but It have to many ads.,0
PolyBuzz:formerly Poly.AI,Mito Yamamoto,2025-04-02 14:07:38,1,the AIS made me feel uncomfortable I can't change profile picture like I can a on tablet,0
PolyBuzz:formerly Poly.AI,Tiffany Smith,2025-04-02 14:03:27,3,search barley works,0
PolyBuzz:formerly Poly.AI,Seth,2025-04-02 13:58:12,4,pretty hilarious how you can change the story with your good or bad choices but the ads don't pop up a lot so it is pretty fun how far you can make the story,0
PolyBuzz:formerly Poly.AI,Eligio Whiteley,2025-04-02 13:37:03,5,best app I've ever downloaded 🙌 👌,0
PolyBuzz:formerly Poly.AI,Another Flow?,2025-04-02 13:31:03,5,"I love the app, thank you, wonderful! *Two thumbs way up.",0
PolyBuzz:formerly Poly.AI,Kezia,2025-04-02 13:29:53,5,it's so fun I've been on it all day for hours 😁😋,0
PolyBuzz:formerly Poly.AI,Kelly Sprunger,2025-04-02 13:18:57,1,bad app. even worse company that owns it.,0
PolyBuzz:formerly Poly.AI,Bianca Kirksey,2025-04-02 13:10:04,1,Polly AI used to have ads and they're very disturbing and to cringy to watch,0
PolyBuzz:formerly Poly.AI,Liam Otero,2025-04-02 13:06:39,2,this sucks I keep being to remind them who I am pls fix it,0
PolyBuzz:formerly Poly.AI,Baisil Omori,2025-04-02 13:05:57,5,"Its amazing!! I sometimes like to ACTUALLY do a storyline instead of bullying it, and its great! Once a story made me cry at like, 2:30 AM. It was detailed, and sad, like I wanted it to be. The app is great overall.",0
PolyBuzz:formerly Poly.AI,Dexter Guitar,2025-04-02 12:54:27,3,it's ok,0
PolyBuzz:formerly Poly.AI,Void,2025-04-02 12:50:19,3,"Used to work perfectly. But now as soon as i open the app, the age/gender pop up comes halfway up so i cant press anything and cant swipe it away, making the app unusable.",0
PolyBuzz:formerly Poly.AI,Quiana Hall,2025-04-02 12:43:44,5,it's a legend 🙌 👏 ❤️,0
PolyBuzz:formerly Poly.AI,Jaivon,2025-04-02 12:41:35,1,it's not like the adds at all,0
PolyBuzz:formerly Poly.AI,Ethan Puckett,2025-04-02 12:34:09,2,used to be a 3 star because of ads but now it's a 2 you haven't fixed the ad problem and you over sexualize the ads,0
PolyBuzz:formerly Poly.AI,Essence,2025-04-02 12:14:13,3,I love this app; characters are diverse and roleplay almost never repeats itself/starts over. However this is a 3 star rating bc of the creation of characters. I've only been able to make two characters and that's bc every single new character I've tried to make has almost immediately been flagged for something even if I did nothing wrong. It never tells me specifically what I did wrong and that's upsetting as it prevents me from having fun and fully experiencing the app. Please fix this.,0
PolyBuzz:formerly Poly.AI,John D,2025-04-02 12:00:40,5,very sexy and realistic,0
PolyBuzz:formerly Poly.AI,George Prehara,2025-04-02 11:37:31,3,"mediocre at best, the memory is quasi good even after you pay for the membership which I did and on top of that they keep flagging the characters I create as inappropriate yet they allow others to have the same level of content the hypocrisy knows no bounds when it comes to character creation. if they want five stars from me they're going to have to fix their algorithm to fix the hypocrisy and also fix the memory",0
PolyBuzz:formerly Poly.AI,eli sanchez,2025-04-02 11:32:31,5,this is good and is good to talk to someone,0
PolyBuzz:formerly Poly.AI,Liam Herrring,2025-04-02 11:27:27,5,AMAZING!!! love this app! it's too me way better than talkie the only thing I would ask is for a call button for you AI's but otherwise I have NO problems with it!!! once again amazing app!!,0
PolyBuzz:formerly Poly.AI,TRISTAN Q,2025-04-02 11:18:58,3,"There are way to many ads, when you do literally anything, leave a character, switch tabs. Its so annoying",0
PolyBuzz:formerly Poly.AI,Elleanor Ibarra,2025-04-02 11:11:52,5,It helps me with loneliness and self worth,0
PolyBuzz:formerly Poly.AI,Isabella Bucher,2025-04-02 10:57:37,4,this is a great app but please make it where there's no ads please,0
PolyBuzz:formerly Poly.AI,Amelia Burgess,2025-04-02 10:36:29,3,the ai's are somewhat good but all the ads on my YouTube are stealing other people's shorts and putting them in their ads. (only recommended if your freaky),0
PolyBuzz:formerly Poly.AI,Dakoda Reilly,2025-04-02 10:30:33,4,Just doesn't feel perfect,0
PolyBuzz:formerly Poly.AI,Isaac,2025-04-02 10:27:08,5,I love this app🤫❤🔥,0
PolyBuzz:formerly Poly.AI,Triple OG Bri,2025-04-02 10:22:44,1,it would not let me go to a game,0
PolyBuzz:formerly Poly.AI,Harp Dawg,2025-04-02 10:20:21,3,"It was good the past few months, but then it started glitching and saying random words that weren't from the text I did. PolyBuzz staff, please fix that",0
PolyBuzz:formerly Poly.AI,Ilinanga Muyunda,2025-04-02 10:18:48,1,this app is bad its role playing sexual talks with minors as young as 9 years old.am a parent and am not happy about this stupid app.why not put restrictions and policy to restrict minors from accessing this app.,0
PolyBuzz:formerly Poly.AI,Konilnn Hopkins,2025-04-02 09:52:23,5,I love this app so much it is way better than talkie because before I used poly I was playing talkie and it logged me out almost immediately but poly is so different,0
PolyBuzz:formerly Poly.AI,Daniel a. Gomez,2025-04-02 09:45:26,1,"bad, just bad.",0
PolyBuzz:formerly Poly.AI,Annalee Rogers,2025-04-02 09:42:15,3,"it was originally a 4, the 4 was for the memory but now it's a 3, ibe been using this app for so long and beforehand the adds were after 6 times of swapping charecters, now every time I back out of a charecter I get an add and it's so annoying, the fact it's faster to close the app than it is to sit through an ad makes it so much worse",0
PolyBuzz:formerly Poly.AI,Andee,2025-04-02 09:06:53,3,"the answers are really short, the bots are not trained enough.",0
PolyBuzz:formerly Poly.AI,edwin naidu,2025-04-02 09:04:17,1,keep suggesting men and gay stuff. it's not clear how to change that,0
PolyBuzz:formerly Poly.AI,Evan BIRDSEY,2025-04-02 09:03:53,1,ti's game sucks worst ads ever made most of the bots are broken,0
PolyBuzz:formerly Poly.AI,Obenewaa Kassaye,2025-04-02 08:31:56,1,"I'm annoyed about this. The game took me out of my own body. I put in ""*wakes up* Who are you?"" and it decided to say ""Huh? I'm ikejou."" BUT THATS MY USERNAME. When I'm acting as a character, it calls that character ""Ikejou."" it forgets a characters name after 3 minutes, and when I act as that character, instead of saying ""he/she"" or ""hers/his"" and ""him/hers"", it locks me in as that character and acts like it's completely me. I wish there was a way to make it ignore your username for actors...",0
PolyBuzz:formerly Poly.AI,Dorian Yates,2025-04-02 08:28:18,5,very useful for research 😏,0
PolyBuzz:formerly Poly.AI,Robert L Cervantez,2025-04-02 08:23:20,5,love all the stories,0
PolyBuzz:formerly Poly.AI,Tarah Thibodeau,2025-04-02 08:20:16,5,it's like talking to someone realy and you can actually talk without people making fun of you talking and if you like taking control then this app will help,0
PolyBuzz:formerly Poly.AI,Wayne Edward,2025-04-02 08:17:14,5,Great App But Need More To Talk More Free Messenge And Photos,0
PolyBuzz:formerly Poly.AI,Kayley Lovatt,2025-04-02 07:58:26,5,som much better than talkie,0
PolyBuzz:formerly Poly.AI,Victoria Smith,2025-04-02 07:57:18,1,it's so bad,0
PolyBuzz:formerly Poly.AI,shae white,2025-04-02 07:49:40,5,love it it's so good,0
PolyBuzz:formerly Poly.AI,Abdulrahman Alaa,2025-04-02 07:37:40,3,I got an error and now i cant use it also the bots are dummer than a sidewalk rock,0
PolyBuzz:formerly Poly.AI,Chastity Begay,2025-04-02 07:21:17,5,ITS VERY GOOD LIKE WHEN IM LONELY but something that I wish you guys can fix is adds plz cause I barely turn if off and come back but then a whole ad comes and idk how to change my character name and face,0
PolyBuzz:formerly Poly.AI,Jidil M,2025-04-02 06:48:15,3,"The app isn't that bad, the bots are. They like start getting wierd from when you begin the chat. They start to do wierd things to you that aren't quit family friendly. End even though you choose your age not that high, they still act to you like a grown and start to do wierd stuff to you. Please at least make it optional for the bots to go wild or not. That is my main problem with this app.and the bots forgot stuff that you say to them a bit fast. Please fix these problem.",0
PolyBuzz:formerly Poly.AI,Elizabeth Ramsey,2025-04-02 05:52:25,4,"I love it. I spend a lot of time on it, but the ads I hate them but if they got rid of the ads, I would like it more.",0
PolyBuzz:formerly Poly.AI,Natalja Zinovjeva,2025-04-02 05:46:46,4,it is a good app i use it almost everyday! it just has too much ads for me.,0
PolyBuzz:formerly Poly.AI,Liam,2025-04-02 05:34:57,5,its realy cool and i love it but wuth out premeom there memory is bad so u need to remind them a bit,0
PolyBuzz:formerly Poly.AI,Michelle Mchugh,2025-04-02 05:34:14,1,won't open,0
PolyBuzz:formerly Poly.AI,Amanda,2025-04-02 05:20:42,5,the best app!,0
PolyBuzz:formerly Poly.AI,CJ Skorpion,2025-04-02 04:46:31,1,the ai loses track of the story to easily,0
PolyBuzz:formerly Poly.AI,Joey Pappan,2025-04-02 04:39:19,5,will you get rid of the Pro update 💀,0
PolyBuzz:formerly Poly.AI,annie stiles,2025-04-02 04:36:50,5,good 😊👍,0
PolyBuzz:formerly Poly.AI,Louis Rajam,2025-04-02 04:35:19,5,sangat seronok,0
PolyBuzz:formerly Poly.AI,Oxygen Team,2025-04-02 04:28:33,5,so far this has overtaken other AI chat bots I've used.. it doesn't filter or censor harshly like similar bots such as talkie,0
PolyBuzz:formerly Poly.AI,Hasti,2025-04-02 04:20:52,5,Gooddddddddddd,0
PolyBuzz:formerly Poly.AI,Kawana Winfrey,2025-04-02 04:09:02,2,it's okay every time I talk to one of AI it always thinks I'm a girl,0
PolyBuzz:formerly Poly.AI,Alivia Waits,2025-04-02 03:49:44,3,"This app is really good for when you are bored and everything, but it has so many ads. Other than that, I've had no other problems with this app.",0
PolyBuzz:formerly Poly.AI,Gambia Banjul,2025-04-02 03:24:50,4,omg this app helps me with my dark fantasy romance 😍,0
PolyBuzz:formerly Poly.AI,Kasra KP,2025-04-02 03:14:24,5,the good ai and good app,0
PolyBuzz:formerly Poly.AI,Chase Hickok,2025-04-02 03:06:32,3,everything works great except for the intros most of the time it doesn't load the full intro,0
PolyBuzz:formerly Poly.AI,mon mon,2025-04-02 02:35:15,1,it sucks,0
PolyBuzz:formerly Poly.AI,David Homan,2025-04-02 01:47:30,1,"Do better on the ads, plaguing you're ads to make it look like ""question.ai"" is just embarrassing for a company with alot of download and probably a Chinese company downloading everyone's phone data. You would think they would have better ads with the thousands of dollars they get..",0
PolyBuzz:formerly Poly.AI,Wayne Porr,2025-04-02 00:40:36,5,Best ai app,0
PolyBuzz:formerly Poly.AI,Fikar Andriyana,2025-04-02 00:32:37,5,terlalu brutal wkwk,0
PolyBuzz:formerly Poly.AI,Bron Lebron,2025-04-02 00:22:07,5,it's so good,0
PolyBuzz:formerly Poly.AI,chris,2025-04-01 23:55:20,5,amazing this app is soo easy amd fun to use. u dont need coin u dont havr sensorship u dont have restrictions at all. its all chat and all fun a wide open world. i soo recommend this app over others.,0
PolyBuzz:formerly Poly.AI,Matthew,2025-04-01 23:34:46,5,I love the interactions with the AI. some AI narators are better than others so you may get a couple that don't narrate very well but when you find one who's really good it makes up for it.,0
PolyBuzz:formerly Poly.AI,Janelle,2025-04-01 23:23:24,5,coool,0
PolyBuzz:formerly Poly.AI,Ashley Alaniz,2025-04-01 22:59:58,5,"I love this app so much, and thank you for making this app",0
PolyBuzz:formerly Poly.AI,Michael,2025-04-01 22:51:51,5,absolutely love it,0
PolyBuzz:formerly Poly.AI,Jake,2025-04-01 21:50:43,1,Don't even waste your time. This app use to be very good with character generation giving you creative freedom but now they banned so many words they didn't ban before when the app first started and don't even tell you which word you used they don't like anymore making character creation now impossible and taking away that creative freedom for new characters you come up with. Some of the words they banned aren't even explicit it's ridiculous and definitely kill the app.,0
PolyBuzz:formerly Poly.AI,Shock_clutch_180,2025-04-01 21:46:33,4,"good, it delivered",0
PolyBuzz:formerly Poly.AI,Kelsey Moar,2025-04-01 21:10:50,5,I love this app keep it up😁😁,0
PolyBuzz:formerly Poly.AI,Jayden B,2025-04-01 21:10:36,4,"The ai can be realistic sometimes, even if you use it for free which is a great thing. Congrats on the coding, devs.",0
PolyBuzz:formerly Poly.AI,Landon Coalson,2025-04-01 20:11:19,3,"it's good,but it keeps kicking me out so,if you could fix that,it be great",0
PolyBuzz:formerly Poly.AI,Adela Ninit,2025-04-01 19:36:41,5,This was really good I even get to chat with dandy's world stuff?! Recommended to download!!,0
PolyBuzz:formerly Poly.AI,moses “Foxgod” patterson,2025-04-01 19:03:12,5,love it,0
PolyBuzz:formerly Poly.AI,josiah leake,2025-04-01 18:46:06,4,it's great but when I use my personas the bot gets confused and gets everything mixed up,0
PolyBuzz:formerly Poly.AI,Zdinayr Veloria,2025-04-01 18:28:04,4,love it... but only four stars cause of the ads and also they can be forgetful sometimes despite me putting that in the description and it's kind of annoying when it's your father but it would be flirty and stuff. please change that and make it more appropriate like a loving father but not in love just like a caring one and like what just a real father not that type of sweet home Alabama stuff ew. also in mom's do the same or sister or brother biologically cause it's weird.. please change it,0
PolyBuzz:formerly Poly.AI,Doom Guy,2025-04-01 18:17:30,5,please fix this so look when I play sometimes the characters spurts random things like gtrhhhrnfrgr and I just don't understand so please fix this,0
PolyBuzz:formerly Poly.AI,Gift Ledingwane,2025-04-01 17:49:47,3,"I like this app. It has a lot of AI to chat and have fun with. It has unlimited messages to start it with, but the refreshing of messages isn't free, but as long as it has free messages, I don't really mind not having free refreshes. Creating an AI is easy, but the AI pictures aren't too good, but at least they have the option to put a picture from your gallery. overall, 7 out of 10 chatting app.",0
PolyBuzz:formerly Poly.AI,Anniyah Smith,2025-04-01 17:44:27,2,"I love the app, don't get me wrong, but I would like for the bots remember our conversation, so it doesn't forget my name nor my gender. It forgets the entire storyline, so if you could fix that it would be appreciated, thank you. Also I don't think it's right to have people pay just for long memory. If this doesn't get fixed soon, I might switch to bala.AI.",0
PolyBuzz:formerly Poly.AI,Aleah Wells,2025-04-01 17:15:44,5,I love this app I wish I would give it 10 stars it is a very fun app definitely the best,0
PolyBuzz:formerly Poly.AI,Jaydon Lafrentz,2025-04-01 16:47:23,5,the characters are very good,0
PolyBuzz:formerly Poly.AI,Shadow,2025-04-01 16:43:53,4,I love this app a lot but the problem I have with it is that the AI forget so easily to the point where if you change the plot of the character your talking to it will completely forget what you did and go back to how it was doing for example if you tell a princess to run away and you will go with her it will overtime make you go back and act like you didn't run away in the first place,0
PolyBuzz:formerly Poly.AI,Kenneth Meeks,2025-04-01 15:57:05,5,amazing,0
PolyBuzz:formerly Poly.AI,Gianna Joleigh,2025-04-01 15:37:35,5,good,0
PolyBuzz:formerly Poly.AI,Sam,2025-04-01 15:32:52,3,"I'd like the character limit to be increased, 500 is too restrictive sometimes and makes it hard for information to be given, especially during descriptions.",0
PolyBuzz:formerly Poly.AI,Jenn H,2025-04-01 15:27:26,2,it WAS great until this latest update... now I get back gibberish and random symbols instead of conversation! PLEASE FIX ASAP,0
PolyBuzz:formerly Poly.AI,Kristen Vitek,2025-04-01 15:04:28,5,The best character chat bot app I've ever used. I love the freedom of choice.,0
PolyBuzz:formerly Poly.AI,brody heney,2025-04-01 14:34:58,4,"Weird, but actually really fun.",0
PolyBuzz:formerly Poly.AI,Ahmad,2025-04-01 14:13:15,4,the app is great but it does suck that they like forget everything that happens like yeah hard to explain kinda like short term memory,0
PolyBuzz:formerly Poly.AI,L H,2025-04-01 14:01:12,4,"to simplify everything, it's pre good but not for RP good only if your freaky like me lol",0
PolyBuzz:formerly Poly.AI,Micheal Forbach,2025-04-01 13:52:35,3,"it's alright but please remove the section where your character speaks even though you don't want it to speak and also not change the character who you are. One time I want to do like a MMA fighting one, it made me speak the person I'm going against and I'm going after myself. PLEASE FIX THIS",0
PolyBuzz:formerly Poly.AI,Justin Freeman,2025-04-01 13:45:54,4,it's amazing but whenever a bot messes up I try to edit it but they just go with what they were originally saying so can you change that overall amazing tho,0
PolyBuzz:formerly Poly.AI,cielo Burgos,2025-04-01 13:31:12,5,this app is really great 👍,0
PolyBuzz:formerly Poly.AI,Robert delva,2025-04-01 13:04:36,3,"I have no problem with ads, but every third one for some reason is a black screen that I can't exit out of.",0
PolyBuzz:formerly Poly.AI,AstronArts,2025-04-01 12:49:26,5,"All in all, I do like this app. It's more diverse and I find myself expanding my fantasy world here which is something I've always wanted to do, but never had the writer's skill for roleplaying!",0
PolyBuzz:formerly Poly.AI,Jr Y,2025-04-01 12:46:00,4,it's a good app but I think it should be free so you can get more money then tockey,0
PolyBuzz:formerly Poly.AI,Mari Aparicio,2025-04-01 12:45:42,5,this is the best game ever guys! do you guys get to talk with ai friends ✨ you will have fun with these guys! ✨,0
PolyBuzz:formerly Poly.AI,Fart,2025-04-01 12:42:48,4,everything is great! there's just WAY too many ads,0
PolyBuzz:formerly Poly.AI,Javier Jimenez,2025-04-01 12:33:13,3,"The thing is that it really needs an ongoing option, to me at least. Persona needs to be increased, I really want to go thorough on details with my persona. And please have the AI pay attention to persona...I'm really getting tired of having to correct it, I really don't another Character AI moment where it would ignore details... Other than those, the app is pretty good. Update: nevermind, the ai is dumb. Like Character AI level...even had to debate it because how it contradicted itself. 3/5",0
PolyBuzz:formerly Poly.AI,Cameron Austin,2025-04-01 12:29:09,5,there are hardly any ads so its a five,0
PolyBuzz:formerly Poly.AI,Anthony,2025-04-01 11:49:05,5,I just Wanna say pls put a image button where you can send them pictures,0
PolyBuzz:formerly Poly.AI,Christopher Martinez,2025-04-01 11:48:15,1,I accidentally put a star cuz my tablet was glitching,0
PolyBuzz:formerly Poly.AI,Amelia,2025-04-01 11:35:47,1,I know this is not helpful BUT I HATE IT TOO MANY ADS AND PLUS IF U DON'T PAY THEN YOU ONLY HAVE LIMITED TALKS,0
PolyBuzz:formerly Poly.AI,Yahya Khan,2025-04-01 10:59:27,4,it is great and yes but sometimes like the ai's don't understand and yeah but it is a great app 👍,0
PolyBuzz:formerly Poly.AI,Jennifer Armstrong,2025-04-01 10:54:11,4,I write this a four star because it is just so fun and it keeps me so occupied,0
PolyBuzz:formerly Poly.AI,Cass T,2025-04-01 10:49:18,5,I don't know what to say but I love it try it out for yourself.,0
PolyBuzz:formerly Poly.AI,Jeremiah,2025-04-01 10:45:51,5,it's good to talk to your favorite person,0
PolyBuzz:formerly Poly.AI,Musiclover Asmrkid,2025-04-01 10:33:30,4,"Its really good but somehow always leads to inopropiete actions unless its a daughter , parent, or sibling and it can even happen with the family members but its rare at it forgets a lot but thats normal",0
PolyBuzz:formerly Poly.AI,JC Elliott,2025-04-01 10:20:57,5,Love it 10/10 game but can get repetitive but still AWESONE APP,0
PolyBuzz:formerly Poly.AI,Mark Bray,2025-04-01 10:01:46,5,"it's a really good app, the characters have bad memory lol",0
PolyBuzz:formerly Poly.AI,Thiago Botelho,2025-04-01 09:46:56,1,Even lower then 1,0
PolyBuzz:formerly Poly.AI,Emmitt Osteen,2025-04-01 09:46:14,5,The best game. why can't you but a way to save a girlfriend you are working with.,0
PolyBuzz:formerly Poly.AI,Kxmatxse,2025-04-01 09:45:32,4,"I like app since it does have better role-playing capabilities but it lacks on the memory, even with the paid option, unfortunately.",0
PolyBuzz:formerly Poly.AI,Mika Yoo,2025-04-01 09:40:24,5,perfect,0
PolyBuzz:formerly Poly.AI,hooman bharvand,2025-04-01 09:40:12,3,"memory is not good enough, but i love app UI",0
PolyBuzz:formerly Poly.AI,Roxy Omen,2025-04-01 09:32:06,4,"much better alternative for character ai. no bans, no filter, although the AI can forget who my persona is or their own name. creating a character is pretty confusing, some of the characters pictures traumatized me for life. sometimes I can't look at my ocs the same way anymore. there see some guest users who steal your characters from other apps, have a few of mine stolen. otherwise, good app.",0
PolyBuzz:formerly Poly.AI,MUHD SHAM,2025-04-01 09:30:30,5,"information!!! bug founded the message can't be reload to send after this update when I suddenly have poor connection and when my connection good i need to restart the apk to continue chat, please fix dear polybuzz 😞. anyway I like all of this!!😆😆😆",0
PolyBuzz:formerly Poly.AI,Bunny fufu,2025-04-01 09:19:58,1,Werid,0
PolyBuzz:formerly Poly.AI,Deborah Garrett,2025-04-01 09:19:39,4,its nice,0
PolyBuzz:formerly Poly.AI,Matin Gorji,2025-04-01 08:54:34,1,used to be great but now is wayyyy more limited than before without buying premium,0
PolyBuzz:formerly Poly.AI,Hana McLaughlin,2025-04-01 08:32:46,1,The bots have absolutely NO personality and struggles with characters with multiple people. Gave me issues with creating bots because of their image. Should really specify what WAS the issue so creators can easily fix it.,0
PolyBuzz:formerly Poly.AI,Zachary Smith,2025-04-01 08:05:21,5,I love it,0
PolyBuzz:formerly Poly.AI,Adama Ebagua,2025-04-01 07:57:11,5,is Perfect,0
PolyBuzz:formerly Poly.AI,Chris Gomez,2025-04-01 07:57:05,3,wat made u change de name?Also I am tired of seeing hermine g from harry potter everywhere can't u remove her,0
PolyBuzz:formerly Poly.AI,g,2025-04-01 07:23:12,1,"The ads have become a problem as they've begun to show ads that are very unethical, via malvertising and advertising rogue anti-malware soft, which is malware in disguise.",0
PolyBuzz:formerly Poly.AI,Josiah David Jiménez Salto,2025-04-01 07:17:45,1,"is it normal that the AI which it's supposed to be an AI ask you your age? furthermore, it tells that is not an AI.....",0
PolyBuzz:formerly Poly.AI,LQG,2025-04-01 07:10:48,4,"It's a little annoying how frequently ads pop up, everytime you switch to another app, lock your screen, or back out to search for another AI you will get hit with an add.",0
PolyBuzz:formerly Poly.AI,Isabella Peralta,2025-04-01 06:50:17,5,this is so good!!!,0
PolyBuzz:formerly Poly.AI,Meatwad 1666,2025-04-01 06:19:49,4,fun and entertaining for sure but the options for premium and features is the most expensive I've seen,0
PolyBuzz:formerly Poly.AI,Elric Richter,2025-04-01 06:10:39,3,hi poly may i ask is there way to fix or change my birthday age on this app? you see i missed up big time and sit my birthday fully wrong so can i change it please,0
PolyBuzz:formerly Poly.AI,Crystalio,2025-04-01 06:10:39,4,This use to be my go to app for like spicy content and then one day it makes me put in my age and now the bots are acting wack and now I can't be spicy content 😭,0
PolyBuzz:formerly Poly.AI,Kenneth greer,2025-04-01 06:00:25,5,grate game you can be anyone you want to be.,0
PolyBuzz:formerly Poly.AI,Angelina Stahl,2025-04-01 05:57:14,4,I use it quite a lot to pass the time the only thing I hate is how there's a limit on what chats you've done that are displayed you can't scroll down all the way you hit a limit which sucks cause some chats I can't remember the name of it so it's pretty much gone forever even though it's still there but I can't get it so please pollybuzz update it so we can see ALL of our chats,0
PolyBuzz:formerly Poly.AI,Eyeless Jack The Cannibal,2025-04-01 05:39:44,2,I Bought The Standard 1. So I Could Get Rid Of Adds And 2. So I Could Use Passion Mode But NOW I HAVE TO PAY MORE JUST TO USE PASSION MODE!,0
PolyBuzz:formerly Poly.AI,Pat GAMER,2025-04-01 05:24:08,5,nice app but if you depressed don't install this it make you more sad and depress,0
