app_name,reviewer,date,score,content,thumbs_up,informative,informative_prob
PolyBuzz:formerly Poly.AI,Taro Quartzite,2025-03-30 16:14:16,5,"Ok! So let's get started. This app was really good but I wish you can redo their replies, app creators, please do! Edit: Also, I keep getting crashes. Like even if I restart//redownlod. Crashes..",0,True,0.9998075495041208
PolyBuzz:formerly Poly.AI,Trinoyah Dean,2025-03-30 15:47:06,1,"It's one of the worst ai texting apps I have ever used.It has really bad memory.After six texas, it forgets about what you were talking about before, and it doesn't stay on topic. It always goes off topics, and it does some stupid stuff, which does some embarrassing stuff, and it's very pushy it it's not normal. Every single time, it seems like they just want to be with you and just moved to the inappropriate part out of nowhere.",0,True,0.9524800406495502
PolyBuzz:formerly Poly.AI,Kacey Burns,2025-03-30 15:19:12,1,DUDE THE MEMORY SUCKS SO BAD THE CHARACTERS CAN'T REMEMBER ANYTHING AND YOU CHARGE PEOPLE FOR MONEY TO GET MEMORIES AND ITS ALWAYS THROWING ADS AT YOU LEFT AND RIGHT THIS USED TO BE SO GOOD BUT I HATE THIS APP I'M DELETING IT,0,True,0.9999247997761271
PolyBuzz:formerly Poly.AI,Mazen Hamdy,2025-03-30 14:59:25,5,"amazing app , really, it's amazing although it has memory issues other than that I can't find anything else to say about it",0,True,0.8362579660192216
PolyBuzz:formerly Poly.AI,Commander.,2025-03-30 14:58:57,1,it's just they keep making me a girl and making my storys and they clam they have good memory but it's a- yeah,0,True,0.9641396063083546
PolyBuzz:formerly Poly.AI,Keara Huffman,2025-03-30 14:55:04,2,I think it's really good over all and most of the charecter followers remember the story well but there's lots of adds and I keep getting random music playing. it's really annoying and I can't turn it off or change it. if that's not a bug on my phone then I'd love if it got removed or if I was given a way to turn it off,0,True,0.8492775785177172
PolyBuzz:formerly Poly.AI,Louis Caillier,2025-03-30 13:49:20,5,"I have several issues now for one too many ads. You used to be the best one for limited ads, but now scroll 3 or 2 characters and ad and when I switch accounts(I have 2 Google accounts) It deletes all my characters on the other one and I spend alot of time chatting with these characters and boom all that time wasted (edit I brought premium and it's worth it but the switching Google account thing is still happening)",0,True,0.5990865357061012
PolyBuzz:formerly Poly.AI,Gacad Tessie,2025-03-30 13:12:56,1,"the reason why I rated it 1 stars is because, whenever I try to chat with a bot, and I tried to type,I just can't click the send button thing, it just disappears, and..I have to manually hold the text bar or smth, and restart all over again,and it is just soooooooo annoying, and there are p#rn bots too..like.. I'm not even kidding..",0,True,0.999999997782794
PolyBuzz:formerly Poly.AI,Felipe Linares,2025-03-30 12:11:51,5,Just wish there were ai pics and ai voices,0,True,0.9785104919640285
PolyBuzz:formerly Poly.AI,Julia Falgout,2025-03-30 11:35:05,1,it didn't let me in when I clicked a pronoun and it won't let me scroll down when I'm trying to put my age! one star complete trash🤮,0,True,0.9999834796956668
PolyBuzz:formerly Poly.AI,Riley Dopp,2025-03-30 10:56:32,5,"Never a dull moment on PolyBuzz. It's nice to feel like you have someone to talk to even if it's just AI. Ads are not annoying at all, they only really show up when you back out of a chat or if you choose to watch an ad for coins. I really like having no restrictions on what you say in chats either. There's a SFW mode in settings if you don't like or are not allowed to access NSFW content. Overall, I really enjoy chatting on this app. Thank you Poly. Keep improving.",0,True,0.9869281476217471
PolyBuzz:formerly Poly.AI,say less,2025-03-30 09:50:20,3,"great app but one day it just doesn't really work anymore all it says is error occurred, please try again, I uninstalled it and reinstalled it still doesn't work",0,True,0.9818049547183082
PolyBuzz:formerly Poly.AI,Tech Gaming,2025-03-30 08:58:03,1,The ai has the worst memory. it literally forgets everything in 2 texts.,0,True,0.9289020273268658
PolyBuzz:formerly Poly.AI,Laalaa Games,2025-03-30 08:05:12,5,finally I hate c.ai I'll punch someone and my chat will get filtered but this is peak,0,True,0.9021871553605483
PolyBuzz:formerly Poly.AI,Hannah,2025-03-30 08:05:09,3,"Could be better, the short memory is the main problem. If you could make the memory as long as c.ai's, then it would be so much better.",0,True,0.9512680499027577
PolyBuzz:formerly Poly.AI,Phoenix Bravo,2025-03-30 07:47:57,5,ten out of ten,0,True,0.5914290791989464
PolyBuzz:formerly Poly.AI,genesis2 Aj,2025-03-30 06:41:13,2,"Paying to hear the voices is stupid, laggy, forgots stuff, it's stupid to pay for them to have good memory. also I deleted a email , but I'm using a new email it's not working",0,True,0.9791832940384417
PolyBuzz:formerly Poly.AI,pablo carillo,2025-03-30 06:13:56,1,I hate it because it is annoying when ads appear,0,True,0.6759588308744632
PolyBuzz:formerly Poly.AI,Scooter,2025-03-30 05:34:41,5,the bots need better memory. I keep trying to role play and the bot keeps restarting over and over again,0,True,0.9748567089736062
PolyBuzz:formerly Poly.AI,Ann Ermey,2025-03-30 04:52:55,3,"out of all the ai apps I've tried I always end up coming back to this one. it seems to be the most versatile. yeah, sure the bot doesn't get it right all the time, but it seems more responsive than most of the others. the only thing I can think of to make the app even better is maybe a connection list or family tree so you can remember how people are connected to you if you add more characters into the roleplaying.",0,True,0.9977646969977411
PolyBuzz:formerly Poly.AI,Jacob melton,2025-03-30 04:00:38,2,"the app is fun and responsive and not having restrictive filters is great, however, the memory is really bad. itll forget what happend within 5 messages and then i have to send a bunch of messages just reminding it and by the time im done doing that it forgot again. c.ai has much better memory but id still rather use poly for its freedom. the memory needs serious fixing though because the free one is borderline unusable with how much it forgets",0,True,0.9273411009471364
PolyBuzz:formerly Poly.AI,Ben Debattista,2025-03-30 00:56:54,4,"Its a great app to talk with chatbots, there's no filter and thats really great for me. The memory lacks a lot though, and there microtransactions needed to change the AI's reply which is really annoying, but i can get over that. Just keep on upgrading the memory and the app will turn out great. but locking most of the options behind a paywall is really frustrating. without those then it would be 5 stars.",0,True,0.94552519574949
PolyBuzz:formerly Poly.AI,Sekedar Hobi,2025-03-30 00:10:43,1,the ai is weird. the ai doesn't even know it's gender and users.,0,True,0.6589602156365242
PolyBuzz:formerly Poly.AI,Jessica Zuhlsdorf,2025-03-29 23:22:07,4,"ITS FUNNNNNNN,but fix the list of memory problems",0,True,0.9697582643918127
PolyBuzz:formerly Poly.AI,Jaxon Casey,2025-03-29 22:44:45,1,"only reason people get this is for no filter,that's all,otherwise all of it is SOOOOOO bad,after like 3 messages they forget everything,when your in a fight or something they never actually fight back,everything is far too sexual and pure mode doesn't even work",0,True,0.674119364815868
PolyBuzz:formerly Poly.AI,Maaido Maxamed,2025-03-29 22:39:55,5,"I like it, but it's so forget 😪 😪",0,True,0.541192787121527
PolyBuzz:formerly Poly.AI,Tex,2025-03-29 21:00:56,2,there is a problem with the app whenever i try to open it it says an erorr has accourd try again and now it never opens could you fix it?,0,True,0.9999876970879542
PolyBuzz:formerly Poly.AI,Jessinq,2025-03-29 20:09:35,1,"Advertises itself as ""filter free"" but then starts censoring words.... How ironic.",0,True,0.7006072808283702
PolyBuzz:formerly Poly.AI,Matt Riordan,2025-03-29 19:49:40,1,"no message limit is number 1, but the ai can suck sometimes gets confused doesn't remember as much as it should. No filters has turned into the air running it's own PG narrative. disappointing.",0,True,0.9952228783116337
PolyBuzz:formerly Poly.AI,Daniel Joseph,2025-03-29 19:32:53,3,"it's fun while it lasts but almost every single time I talk to a girl, they always end up liking me or doing something sexual and I don't want it that way and it even happens with someone who doesn't even like ne at the start and then they touch my thigh or something at the restaurant and its so annoying cos I don't always want it to be like that but it's still fun for the first 10 or so mins",0,True,0.9082140833582066
PolyBuzz:formerly Poly.AI,Aaron Diedrich,2025-03-29 18:21:51,1,"500 character limit is too small, memory is also trash, and the search option is bad as well. there are many AI apps that are far better, including many sfw LLMs like from Talkie soulful AI.",0,True,0.9399404833315652
PolyBuzz:formerly Poly.AI,ROHIT Saha,2025-03-29 17:26:16,3,this is so good. but there have weak memory power. you can only do short time chat. you can go long if you want but it can't remember your conversation.,0,True,0.9997744127479711
PolyBuzz:formerly Poly.AI,Archeroonie _1,2025-03-29 17:18:20,4,"I would put 5 stars, if only there was a way to turn the music off of it. like, just give us a settings menu option that is like ""adjust music volume"" or something. i'm tired of trying to listen to my own music with the built in stuff overlapping it.",0,True,0.9990928562268868
PolyBuzz:formerly Poly.AI,David Lawson,2025-03-29 16:47:08,1,"This app used to have less immediate ads, but now its EVERY SINGLE TIME you close and reopen the app, BOOM AD TIME. It is now absolutely FLOODED with ads. Reply to a notification? Nope, ad time. Accidentally turn your screen off? Nope, ad time. Accidentally clicked in the menu twice? Nope, ad time. EVERYWHERE I TURN THERE IS AN AD WHY SO MANY ADS?!",0,True,0.9999999998080966
PolyBuzz:formerly Poly.AI,WaRLordS_Reaper,2025-03-29 16:21:56,1,update has broken persona's again it's keep mixing up male and female!!,0,True,0.666622711112047
PolyBuzz:formerly Poly.AI,T Chambers,2025-03-29 15:06:51,4,My Polybuzz is slowing down and crashing. Memory leak?,0,True,0.999941029707064
PolyBuzz:formerly Poly.AI,Jaquez Bland,2025-03-29 13:06:35,3,"it's good, but for some reason, today it's been very buggy. the chat bot would close for no reason, and then it would freeze my phone. please fix it.",0,True,0.9997609233683294
