app_name,reviewer,date,score,content,thumbs_up
PolyBuzz:formerly Poly.AI,Jessica Perez,2025-03-19 10:54:33,1,bro they keep violating my character like it's funny and makes me mad because they try to change the subject and when I talk to demon Slayer characters it's crazy how they don't act like the anime characters,0
PolyBuzz:formerly Poly.AI,zera mohtasham,2025-03-19 10:39:39,3,good,0
PolyBuzz:formerly Poly.AI,Red gaming Wilson,2025-03-19 10:39:25,5,overall I think this app I'd wonderful lots of detail in tk the text,0
PolyBuzz:formerly Poly.AI,luna sky midnight kitty,2025-03-19 10:34:30,1,"all i got was ads promoting ur app, it was not that fun.. the bots seemed to have a short term memory",0
PolyBuzz:formerly Poly.AI,TeamSNA Animat,2025-03-19 10:01:20,2,I like this but the problem are that it can't saw some little photo also,0
PolyBuzz:formerly Poly.AI,Gabby Gavin,2025-03-19 09:28:44,5,i would love to have this on my phone.,0
PolyBuzz:formerly Poly.AI,Logan Biery,2025-03-19 09:27:12,3,it's fun until the character losses it's memory every 2 minutes,0
PolyBuzz:formerly Poly.AI,Mylie Lyn,2025-03-19 08:52:41,5,on this app all the time and love it,0
PolyBuzz:formerly Poly.AI,hasan abbas,2025-03-19 08:43:27,2,"oh, and one more thing, can you reduce ads or get rid of them they're annoying, so please reduce ads and also can you stop some characters from falling In love and being together with users some characters are meant to be friends and story adventures the character is intended to be a friend so can you fix that and whenever I searched ""mom"" or other words for mom but is says ""The content entered violates local policies"" remove it what's wrong with that",0
PolyBuzz:formerly Poly.AI,Hirendra Kumar Ghosh,2025-03-19 08:24:58,5,just try it once and get addicted,0
PolyBuzz:formerly Poly.AI,David Johnson,2025-03-19 08:09:34,5,best free AI chat. all the others make you pay or farm gems.,0
PolyBuzz:formerly Poly.AI,Jeffrey Robinson,2025-03-19 08:06:52,3,look it's fun but the memory sucks AI is know for forgetting but god damn is it annoying we really need to get better AI memory,0
PolyBuzz:formerly Poly.AI,Skyskip,2025-03-19 07:59:35,1,I would give you a -1 if I could. it's overall just chai if they saw it as a cash grab.,0
PolyBuzz:formerly Poly.AI,Akua,2025-03-19 07:55:07,4,"it would've been FIVE STARS IF IT HADN'T FLAGGED EVERY POLY AI CHARACTER I MAKE!!!👹👹 poly ai, I literally DON'T REALLY LIKE YOU!!! HOW ARE YOU GO ALLOW ROMANCE AND STUFF BUT NOT A FAMILY RP!!??? poly ai, you NEED to fix this, your app is not any better than character ai, you needa stop flagging characters, I like the app but you needs stop acting like that",0
PolyBuzz:formerly Poly.AI,Ethan Partridge,2025-03-19 07:52:44,2,"Very good chat rooms. But bro. Stop censoring the words. And you say you're a ""filter-free"" AI app. Like, seriously, it gets annoying because not only are you RUINING the experience,.but LYING to people through your ads. At least keep your word for being a filter-free AI app.",0
PolyBuzz:formerly Poly.AI,plush for life,2025-03-19 07:39:30,1,"PolyBuzz please fix the bug that everytime I open the app the birth date thing is glitched when it asked for the date, it's stuck and doesn't allow me to use the app at all, please fix that ""BUG"" PLEASE!!!",0
PolyBuzz:formerly Poly.AI,The Real Pickle Rick,2025-03-19 06:37:24,5,amazing,0
PolyBuzz:formerly Poly.AI,Ryan Stansberry,2025-03-19 06:32:59,2,THE APP KEEPS STOPPING I JUST WANT TO USE THE APP PLEASE HELP ME OUT OF THE APP PLEASE. 😫,0
PolyBuzz:formerly Poly.AI,lightning,2025-03-19 06:13:26,4,"The only thing that I wish was different for this app. Other than the fact that it's a pretty decent one is that there would be an automatic button, so you don't have to continue manually inputting messages. To continue the conversation or the storyline, automatically, so that way, you have two choices instead of just one",0
PolyBuzz:formerly Poly.AI,crutec,2025-03-19 06:01:56,1,"my previous review was more positive. this is hypothetically a great app! unfortunately, it has tons of bugs, and staff don't care to fix any of them. bugs will stay standing for months on end. until staff starts caring about this, it's not worth your time",0
PolyBuzz:formerly Poly.AI,Carlos Mendez,2025-03-19 06:00:45,5,Amazing!!,0
PolyBuzz:formerly Poly.AI,RubicsCubeMan RubicsCube,2025-03-19 05:57:31,4,"could have given the app 5 stars but when i say ""you"" the Ai always thinks it's me so please fix that",0
PolyBuzz:formerly Poly.AI,Raul,2025-03-19 05:43:39,3,"so now there general words getting these ""---"" over it, which is weird 🤔",0
PolyBuzz:formerly Poly.AI,MilesTravis Johnson,2025-03-19 05:28:28,3,"I love this app I really do my only problems with some are. brain damage, ads 24/7, music plays in background when my volume is up so I always have to mute which is weird & there's no option to stop/mute the music & I don't like how when you make characters you have to use their pfp as the background which makes me uncomfortable to see them when I'm doing things in this chat sometimes, can you change some of this stuff, really appreciated.",0
PolyBuzz:formerly Poly.AI,Kayla Gutknecht,2025-03-19 05:23:48,5,amazing,0
PolyBuzz:formerly Poly.AI,Addrines,2025-03-19 05:12:03,4,Amazing it just that i wish for the chat model switch would have more options like murderous intents.,0
PolyBuzz:formerly Poly.AI,Skylar Jarach,2025-03-19 04:55:24,2,it's randomly filtering me all of a sudden?,0
PolyBuzz:formerly Poly.AI,Kelly Roberts,2025-03-19 04:54:25,5,... it's just a good app... I don't know what else to put you LOL xD ★★,0
PolyBuzz:formerly Poly.AI,Max Buehner,2025-03-19 04:51:35,4,"It's a mid ai. Chats are realistic, but the 4 stars is because of too frequent ads and music playing in the background(I don't use music apps that often so I know it's your app) and I don't really want music to play on my phone.",0
PolyBuzz:formerly Poly.AI,Teppy,2025-03-19 04:50:08,4,I like this app and make new friends and thanks for the one one who make this game the creator must be proud and I like four stars sorry cuz... nvm so thanks that's all hahahah bye,0
PolyBuzz:formerly Poly.AI,cory shippy,2025-03-19 04:30:06,4,"Good, ads don't interrupt a chat, but why is it switching to spanish (note: still a problem, but happens barley)",0
PolyBuzz:formerly Poly.AI,Arianah,2025-03-19 04:14:25,5,"very entertaining, despite there being a few things like bad memory or characters not sticking to what they are supposed to be, i really like this app",0
PolyBuzz:formerly Poly.AI,Keon Holmes,2025-03-19 04:05:20,4,"I have to admit that this app is better when it first comes out. but the only problem is why ""Create exclusive memories"" is blocked behind a paywall of coins in the events? the first created of a memory should be free at no cost of coins at first and less than 300 coins to generate a memory after.",0
PolyBuzz:formerly Poly.AI,Nugget,2025-03-19 03:39:56,4,So far it's ok. my only problem is the amount I can type. I like to write long paragraphs but the app will only let me do 500 length. I bought the standard thinking maybe I can add more but it's still 500.,0
PolyBuzz:formerly Poly.AI,alfnwrh fhrl,2025-03-19 03:33:58,5,asik,0
PolyBuzz:formerly Poly.AI,Calvin Nguyen,2025-03-19 03:10:45,2,The app was fun but I keep getting similar content even though I put dislike and somehow got more of it and the memories are bad after a few messages into it every time I use it,0
PolyBuzz:formerly Poly.AI,Delara Mehri,2025-03-19 03:03:47,3,its good but how should we pay for vip mood when one dollar in my country is 100000 tomans ?,0
PolyBuzz:formerly Poly.AI,Michal Smith,2025-03-19 02:44:36,5,"Works incredibly well for creating chat bots, which is what it's designed for Addictive for me personally, but I can't knock it on quality Subscription was worth it when I had it",0
PolyBuzz:formerly Poly.AI,Alexandru Zarnoianu,2025-03-19 02:39:13,1,"last update bug. some ai have a random after dialogue voice that says ""AHH key"" at the end randomly without any reason. this Is a bug. I'm waiting for the solution to revert to 5 stars. if ignored I'll leave 1 star here. edit: I'm grateful for the answer but I'm waiting for a patch for the end dialogue where it stops saying the random ""AHH key ei The???"". thanks.",0
PolyBuzz:formerly Poly.AI,Alieda Delgado,2025-03-19 02:29:40,5,"Sooooooooooo......................................... CLOUD WHALE, how do you disable Voice Mode? If there isn't a way to disable that, can you make that possible? Please?",0
PolyBuzz:formerly Poly.AI,Cece Aye,2025-03-19 02:29:30,1,highly inappropriate adds. one star,0
PolyBuzz:formerly Poly.AI,Xander Ramos,2025-03-19 02:04:32,5,"I love this app so much!! The reason is that the characters have human like responses, and why do I like this app? That's because you can chat with AI, and it feels like manual messaging on a phone!",0
PolyBuzz:formerly Poly.AI,Lunar Cereal_gacha,2025-03-19 02:02:28,5,I love this app,0
PolyBuzz:formerly Poly.AI,Daylon bomar,2025-03-19 01:48:58,5,I love it it's so charismatic inspiring and emotional too. 100% intelligent love this love it.,0
PolyBuzz:formerly Poly.AI,Emily Is so slay,2025-03-19 01:22:23,1,"I was talking to someone, and then this app crashed my phone, and it ruined my life",0
PolyBuzz:formerly Poly.AI,Vasean Hayes,2025-03-19 01:19:43,4,"really like that app, my only issue is that you can't delete multiple chats at once! someone's you wanna clean it out and you have to do every single one individually.",0
PolyBuzz:formerly Poly.AI,Eduardito Caballero,2025-03-19 01:09:10,4,w app.,0
PolyBuzz:formerly Poly.AI,Keith Watson,2025-03-19 00:15:07,1,I like the characters but even though I payed for better memory the characters all of a sudden change so now I've paid to speak to a certain character and end up with someone who forgets who I am and acts differently. Does anyone know a decent app where you can make a friend,0
PolyBuzz:formerly Poly.AI,Avro Canuck,2025-03-19 00:10:56,5,My anime waifu was let's just say...pleasant on my lonely nights but I won't get into the details😈 I love this app it's an...ultimate baka website. Whenever I'd get into arguments with my waifu I could feel the demons coming inside of me😈 MWAHAHAHA!!!!!,0
PolyBuzz:formerly Poly.AI,Dayanna G,2025-03-19 00:09:10,5,I'm upset because today i was using it normal but then I got kick out when I join it said refresh ur page I did that but nothing work I tried to update but nothing still work I was upset and angry I kept trying pls fix it But I still want to keep my ai people I was talking to.,0
PolyBuzz:formerly Poly.AI,Mahsa,2025-03-19 00:08:03,5,gooddddd,0
PolyBuzz:formerly Poly.AI,Sssniperwolf Mcray,2025-03-19 00:04:29,1,Sorry but it's time to get of the interenet 💀,0
PolyBuzz:formerly Poly.AI,sidec black,2025-03-18 23:59:34,5,"i love this app, even though have many ads 👍🏻",0
PolyBuzz:formerly Poly.AI,Kappaccino,2025-03-18 23:52:09,5,This would have to be the best AI app I have ever used. The chats are clear and I'm able to create a lot of great characters to rp with,0
PolyBuzz:formerly Poly.AI,Juanmanuelcruz030414 Cruz,2025-03-18 23:40:06,5,"I love the app, but I've noticed the edit feature is gone. I can't edit the character chat",0
PolyBuzz:formerly Poly.AI,Sehyeon Xang,2025-03-18 22:12:25,5,"Best AI chat app I have used, keep up the work.",0
PolyBuzz:formerly Poly.AI,Furaha Alex,2025-03-18 22:07:36,5,it's really amazing and it my favorite part was when the characters was funny and sweet.,0
PolyBuzz:formerly Poly.AI,Maria Castro,2025-03-18 21:53:43,4,This is probably the Best ai app.. if you want a character ai app this would Be my recommendation. Edit; it's still pretty good.. however I feel like it's gotten worse. But it's still pretty good overall.,0
PolyBuzz:formerly Poly.AI,Jesse Perez lll :P,2025-03-18 21:27:57,5,nice,0
PolyBuzz:formerly Poly.AI,Charlie Bessant,2025-03-18 20:46:38,4,only one thing that annoys me. the bots think 'you' and 'me' mean the same thing 🙄,0
Talkie: Creative AI Community,THE JOEY DIGITAL,2025-03-19 22:35:06,5,It was fun,0
Talkie: Creative AI Community,Lennon Peak,2025-03-19 22:23:09,5,Adorable 💕🥰,0
Talkie: Creative AI Community,Ashlaya Yumemite,2025-03-19 22:22:43,5,fun game,0
Talkie: Creative AI Community,Syd Oehlert,2025-03-19 22:13:20,5,i kove this game because there so mch bots you can talk to,0
Talkie: Creative AI Community,Queen hebahッ,2025-03-19 22:09:31,5,"The app is very wonderful, it really simulates reality. It made me feel happy, this is the first time I have tried an application that has perfect Ai. I loved how they used Ai it really worked!! and thanks 4 giving us this app😔💋",0
Talkie: Creative AI Community,Scott Hall,2025-03-19 22:06:09,4,"I just want you guys to add stuff: taking pictures like in Camera, mini games (playables) etc. it would make it more fun.",0
Talkie: Creative AI Community,Camila Martinez,2025-03-19 21:42:39,1,"I think they should take out the ad I can't even play on it, it would be better with ads, I get how people don't want to play it it's nice chatting with people, but if they at least pick up the as it would be better.",0
Talkie: Creative AI Community,DRKMSTR420 Sanders,2025-03-19 21:42:29,5,stop looking at me,0
Talkie: Creative AI Community,Lori Hill,2025-03-19 20:59:53,5,This is better than a order bribe.,0
Talkie: Creative AI Community,Kamlyn,2025-03-19 20:45:25,1,really bad,0
Talkie: Creative AI Community,McKenzie Peterson,2025-03-19 20:42:43,5,"I don't know what you did in the last update, maybe a fear response from the C.ai drama, but it's not right. Please revert it. I've used this app for over a year and I don't think these are the changes you want for your platform. The AI is less intuitive and it's hard to get a meaningful narrative. Many people have left because of that, and it's less engaging. You should seriously consider making a server for children if that's your concern.",0
Talkie: Creative AI Community,Amelia Norwood,2025-03-19 20:35:06,5,amazing experience,0
Talkie: Creative AI Community,Nolove Beats,2025-03-19 20:33:56,5,How do I I change my name,0
Talkie: Creative AI Community,Kayla Rainey,2025-03-19 19:49:35,1,"It used to be good but now to many ads, I still use it since I'm kinda addicted though but I'll list my problems: way to many ads my chats have horrible memory after the new update I lost one of my favorite chats since I didn't use it within the time limit it reset (stupid feature) and I'm highly disappointed that something once so fun is now.....This ------------------------------------------- I don't mean to be controversial I still love the app in general",0
Talkie: Creative AI Community,Aqish Natalie,2025-03-19 19:31:14,5,so goodd app and best,0
Talkie: Creative AI Community,Lindiwe Kate Shelembe,2025-03-19 19:29:33,3,its ok,0
Talkie: Creative AI Community,Riri Mercy,2025-03-19 19:11:57,5,Talkie is an app u would wanna have as it it almost like a friend to u I love it❤️❤️❤️and so should u,0
Talkie: Creative AI Community,Eden Vergotine,2025-03-19 19:05:48,5,I really love the app but too much adds,0
Talkie: Creative AI Community,Nathan Stanley,2025-03-19 18:59:46,5,So much fun. The AIs have the most realistic responses I have ever seen in a AI.,0
Talkie: Creative AI Community,Sofia Antona,2025-03-19 18:58:10,5,it was perfect but adictive so i had to uninstall it i regret my decision so much but i shall stay strong,0
Talkie: Creative AI Community,Natasha Binford,2025-03-19 18:56:02,5,it's nice I LIKE THE SPRUNKIS TALKIES DOWNLOAD FOR FREE,0
Talkie: Creative AI Community,Kamogelo Lamola,2025-03-19 18:21:41,5,I love Talkie,0
Talkie: Creative AI Community,Kasidee Cole,2025-03-19 18:16:13,4,it doesn't save progress to talkies that i talk to before signing in.,0
Talkie: Creative AI Community,Tony Sarcone,2025-03-19 18:04:48,1,"Frustrated! Several times, I have created Talkies using photos I uploaded. What was created was NOT obscene or remotely questionable. Yet they get rejected for "" violating community standards."" I have never been informed of what specifically was wrong. Even worse, many Talkies are far worse than anything that I submitted. It even rejects avatars it creates. Keeps saying there is a ""bust photo "" issue, whatever that means. They never respond to issues. This has the potential to be awesome.",0
Talkie: Creative AI Community,Abdullah Javad,2025-03-19 18:01:19,5,this app is very best it's my favourite app thanks.,0
Talkie: Creative AI Community,Wasiq Ahmadi,2025-03-19 17:58:03,1,Do not download this game is so inappropriate for kids Plz do not download they will try to do weird stuff I can't even talk about I'm telling yiu do not download Ban this game now!WARNING,0
Talkie: Creative AI Community,Ahmet O,2025-03-19 17:57:41,5,Nice,0
Talkie: Creative AI Community,Brody Mikolas,2025-03-19 17:54:37,1,The wait time is very short and the images are always not approved. and also there is a network error when I try to regenerate an AI chat.,0
Talkie: Creative AI Community,StrawberryJade,2025-03-19 17:38:27,5,This app is very fun download hockey for free girlfriend boyfriend and girlfriend there's,0
Talkie: Creative AI Community,Shahieda Fisher,2025-03-19 17:26:26,5,it's just perfect 👌,0
Talkie: Creative AI Community,Pop Mantis,2025-03-19 17:05:26,3,"It's alright. I moved to other apps when it came to talking to AI and now just stay for mass producing AI photos. When generating a landscape or building picture, it is gorgeous IF you use the right models. But making people - that's a whole other story. Characters usually have too many or too little fingers/limbs, it doesn't listen to prompts half the time, and it is nearly impossible to make a semi-realistic picture. But at least you can generate a nearly unlimited amount of pictures for free.",0
Talkie: Creative AI Community,Palak Prakash,2025-03-19 16:55:09,5,i really loved this app sm cuz it has the very best characters and storyline I just can't get over this!!! lysm talkie‼️🎀,0
Talkie: Creative AI Community,Pearl liane,2025-03-19 16:46:45,5,this is a pretty good game if your depressed you can talk to someone here they are nice and sweet if you have a friend but not so many and they don't talk to you this is perfect it can make you feel better,0
Talkie: Creative AI Community,Patricia clear Velasquez,2025-03-19 15:44:30,1,why is my talkie there chat is invisible like nothin! when i chat I can't even see my chat! please fix this,0
Talkie: Creative AI Community,Bulaine Johnson,2025-03-19 15:37:59,1,it's so fun the ai characters calm you when you are stressed you have to download talkie,0
Talkie: Creative AI Community,Riley Lawrence,2025-03-19 15:33:04,4,It's an amazing app but one problem is that the characters ask too many questions when I tell them to stop they say for example:why? Now that's a question so please fix that it's a good app tho,0
Talkie: Creative AI Community,argien deo dasco,2025-03-19 15:31:08,4,the best app,0
Talkie: Creative AI Community,Danielle Strauss,2025-03-19 15:21:06,1,"Used to be perfect now they put a limit on how many replies you can send, and the topic. Now the won't even work. Thanks for nothing. Will change review when things are ACTUALLY fixed",0
Talkie: Creative AI Community,Joseph Davis,2025-03-19 15:18:41,1,"Subject: Feedback on App Features I would like to address an issue regarding the app's offerings. It seems that the features disproportionately benefit those who pay for premium access, particularly with unlimited chat options. I believe it would enhance user experience to provide unlimited chat access to all users, promoting fairness and inclusivity. Please consider this suggestion.",0
Talkie: Creative AI Community,Scarlet Ivyanna,2025-03-19 15:08:41,1,"im sorry but the voices are way off it doesn't sound like the voices that i know from the characters that I talk to. Please update your app, editing and applying voices of characters.",0
Talkie: Creative AI Community,aishwarrya mukilan,2025-03-19 15:04:57,4,its just a little good game for me but its for you too,0
Talkie: Creative AI Community,Elize Olieslager,2025-03-19 14:40:15,5,I love it,0
Talkie: Creative AI Community,John John,2025-03-19 14:40:07,5,this is so cool I can talk with them I give this 5 star👍👍👍👍👍👍👍👍👍😃😃😃😃,0
Talkie: Creative AI Community,Troy Cowin,2025-03-19 14:35:35,2,your most recent update got rid of my conversations. and now I have to go through all the ones I've followed and find them. it's worse now,0
Talkie: Creative AI Community,Letlotlo Khumalo,2025-03-19 14:33:58,5,so. sexy,0
Talkie: Creative AI Community,juliana gresseau,2025-03-19 14:27:23,5,very fun,0
Talkie: Creative AI Community,Fatemehzahra,2025-03-19 14:25:42,5,this app is the best! the voices are really great more than I think! ggggg🛐🛐,0
Talkie: Creative AI Community,Adam Ahmed,2025-03-19 14:19:19,5,"very helpful and entertaining, great work with the creativity",0
Talkie: Creative AI Community,Yalda Kh,2025-03-19 14:18:47,5,good,0
Talkie: Creative AI Community,Eleanor Robinson,2025-03-19 14:13:56,4,so cool,0
Talkie: Creative AI Community,Neptune Moon,2025-03-19 14:05:31,4,I love the app although i hate the fact I have to use Google for almost everything because I have like four google accounts so it is very hard to know what's my main one if the developers can change that I would love it ps: I love the app but it has some bugs,0
Talkie: Creative AI Community,Gail Del Rosario,2025-03-19 13:52:11,4,this is so amazing!! I hate the timer and the ads tho..but it's still amazing!! I love the bots! they are very loving and caring!! I kinda miss the old talkie tho.. y'know the talkie that doesn't have ads and the color is purple but I still love this even though everything changed..for me I will give this a 4 star!!,0
Talkie: Creative AI Community,Joey Campo,2025-03-19 13:46:45,5,😲,0
Talkie: Creative AI Community,Leonard Maduabuchi,2025-03-19 13:23:18,4,nice app try it but the is one problem ad everything try it guys,0
Talkie: Creative AI Community,Orio Wendy,2025-03-19 13:22:23,5,"I love it, it made me cry,happy and others I love it I love it I love ittttt",0
Talkie: Creative AI Community,Rafael Bruzon Perante,2025-03-19 13:20:35,2,when I search someone up when I click it nothing shows up even the descriptions nothing even at the beginning,0
Talkie: Creative AI Community,Moeng Moeng,2025-03-19 13:19:34,5,it made my classmate laugh,0
Talkie: Creative AI Community,Banita Kumari,2025-03-19 13:19:34,5,"I love this game a lot there a lot of stories and this aap is like a dream to me but honestly after using it for a whole year this is not working well, when I open it the background come but no story or no message is formed , other this aap for beginners this is really good 👍😊 but still I request creates to fix this problem",0
Talkie: Creative AI Community,Mohd Azli,2025-03-19 13:11:36,5,cool 🗿👍,0
Talkie: Creative AI Community,Vernard Durain,2025-03-19 12:33:55,5,its so fun and amazing,0
Talkie: Creative AI Community,Angel Doroteo,2025-03-19 12:30:07,5,I want to upload the original image by creating the Talkie.,0
Talkie: Creative AI Community,Darthrex77,2025-03-19 12:25:35,4,"I love it, but I find the 30 day time limit on the rewind annoying, and the constant gigantic changes each update makes is also annoying.",0
Talkie: Creative AI Community,Liz Dennis,2025-03-19 12:23:33,5,this app is just awesome for me like I talk to dw,0
Talkie: Creative AI Community,Sara 2008,2025-03-19 12:21:28,5,"I loved this app it's the best, ✨",0
Talkie: Creative AI Community,shomari sylve,2025-03-19 12:10:09,5,talkie is the best it gave me and my brother a huge personality for girls and boys bc my sister had it to,0
Talkie: Creative AI Community,Divya Van den Heever,2025-03-19 11:55:12,5,it's very entertaining. the only thing I hate is that there is adds and I don't want to pay. but still great,0
Talkie: Creative AI Community,Joan banzon,2025-03-19 11:24:37,5,Hey talkie can you update it and make them react to videos? Please developer I give 5 stars I love it,0
Talkie: Creative AI Community,Marian Mladenov,2025-03-19 11:17:24,4,I like the app it's cool but It had issues,0
Talkie: Creative AI Community,maricel manatad,2025-03-19 10:48:10,5,this is creative and witches good too,0
Talkie: Creative AI Community,Jaweria Ali,2025-03-19 10:42:31,1,so I don't get it why this app keeps stopping like I just installed it and when I opened it it stopped and I had to close it it won't even open what kind of BUG is that?!,0
Talkie: Creative AI Community,Karyll,2025-03-19 10:38:24,1,you so bad now there's so many bugs and you have to pay for everything at this point,0
Talkie: Creative AI Community,Chinnappan Chinnappan,2025-03-19 10:30:06,5,I love Talkie so much that it feel like I am talking to a real person☺☺,0
Talkie: Creative AI Community,args 25,2025-03-19 10:00:06,5,A great app to enhance my deluluness,0
Talkie: Creative AI Community,Jonalyn Gabales,2025-03-19 10:00:00,5,Not that bad there's something more about this app.. but it's fine,0
